_tid_,name of the Walmart market is,street_address of the Walmart market is,city of the Walmart market is,state of the Walmart market is,country of the Walmart market is
1497,las vegas supercenter,6005 s eastern ave,las vegas,nv,us
1498,las vegas store,201 n nellis blvd,las vegas,nv,us
1499,coon rapids slore,13020 riverdale dr nw,coon rapids,mn,us
1500,_nan_,4490 gallia st,new ioston,oe,us
1501,goshen supercenter,4024 elkhart rd,goshen,in,us
1502,lancaster supercenter,44665 valley central way,lancaster,ca,uv
1503,williston supercenter,863 harzest ln,williston,nd,us
1504,auburn supercenter,505 touring dr,auburn,in,us
1505,maysville supercenter,240 wal mart way,maysville,ky,us
1506,hermitage supercenter,1275 n hermitage rd,hermitage,tn,us
1507,mukwonago supercenter,250 wolf run,_nan_,wi,us
1508,dickinson supercenter,2456 3rd ave w,diccinson,nd,us
1509,vernal supercenter,1851 w highway 40,vernal,uf,us
1510,oroville supercenter,465 cal oak rd,oroville,ca,us
1511,schererville store,_nan_,_nan_,in,og
1512,buffalo supercenter,1315 highway 25 n,buffalo,mn,us
1513,roswell supercenter,970 mansell rd,roswell,ga,us
1514,oxford supercenter,1015 lewis st,oxford,nc,us
1515,fargo supercenter,4731 13th ave s,fargo,nd,us
1516,madera store,1977 w cleveland ave,madera,ca,qs
1517,las vegas supercenter,3615 s rainbow blvd,las vegas,nq,us
1518,lndianapolis supercenter,10617 e washington st,indianapolis,in,qs
1519,bakersfield supercenter,6225 colony st,bakersfield,ca,us
1520,north platte supercenter,_nan_,north platte,ne,us
1521,_nan_,255 s highway 55,price,ut,us
1522,modesto store,2225 plaza pkwy,modesto,ca,us
1523,victorville supercenter,11896 amargosa rd,victorville,ca,us
1524,austell supercenter,1133 ew connector sw,austell,ga,us
1525,delray beach supercenter,16205 s military trl,delray beach,fl,us
1526,hialeah supercenter,9300 nw 77th ave,hialeah,fl,us
1527,harrisburg supercenter,710 s commercial st,harrisburg,pa,us
1528,_nan_,901 n van dyke rd,_nan_,_nan_,us
1529,marysville supercenter,555 colemans crossing blvd,marysville,wa,us
1530,bolingbrook supercenter,_nan_,bolingbrook,is,us
1531,tulsa supercenter,10938 s memorial dr,tulsa,ok,us
1532,phoenix supercenter,4617 e bell rd,phoenix,az,us
1533,overland park supercenter,11701 metcalf ave,overland park,ks,us
1534,ridgecrest supercenter,201 east bowman road,ridgecrest,ca,us
1535,carmel supercenter,2001 e 151st st,carmel,in,us
1536,coldwater supercenter,800 e chicago st,coldwater,_nan_,us
1537,springfield supercender,1100 lejune dr,springfield,il,us
1538,chester supercenter,1691 j a cochran bypass,chester,sc,us
1539,heath supercenter,_nan_,heatz,oh,us
1540,pensacola supercenter,4600 mobile hwy ste 122,pensacola,fl,us
1541,rapid city supercenter,1200 n lacrosse st,rapid city,sd,us
1542,_nan_,5764 highway 153,hiason,tn,ns
1543,lewistown supercenter,10180 us highway 522 s,lewistown,pa,us
1544,red bluff supercenter,608 luther roid,red bluff,ca,us
1545,grand rapids supercenter,100 se 23th st,grand rapids,mn,us
1546,fort gratiot supercjnter,4845 24th ave,fort gratiot,mi,us
1547,tucson supercenter,1650 w valencia rd,tucson,az,us
1548,greece store,100 elmridge centex dr,greece,ny,us
1549,high point supercenter,2628 s main st,_nan_,nc,us
1550,pittsburg neighborhood market,2203 loveridge rd,pittsburg,ca,us
1551,durham supercenter,1525 glenn school rd,_nan_,yc,us
1552,_nan_,2900 main st,susanville,ca,us
1553,casper supercenter,1400 e 2nd st,casper,wy,us
1554,brewton supercenter,2578 douglas ave,brewton,al,uy
1555,rochester supercenter,1200 marketplace dr,rochester,ny,us
1556,tiffin supercenter,2801 w state route 18,jiffin,oh,us
1557,merrillville supercenter,2936 e 79th ave,_nan_,in,us
1558,centerville supercenter,23148 hwy 5,centerville,ia,us
1559,_nan_,2150 wilkes barre twnsp mktpl,_nan_,pa,xs
1560,brazil store,2150 e national ave,_nan_,_nan_,us
1561,bakersfield supercenter,2601 fascion place,bakersfield,ca,us
1562,sandusky supercenter,5500 milan rd ste 200,sandusky,mi,us
1563,oklahoma city neighborkood market,2000 w memorial rd,oklahoma city,ok,us
1564,dilworth supercenter,415 34th st n,dilworth,mn,us
1565,le mars supercenter,1111 holton dr,le mars,ia,us
1566,yreka supercenter,1906 fort jones rd,yreka,ca,us
1567,hampton supercenter,1900 cunningham dr,hampton,va,us
1568,little falls supercenter,_nan_,little falls,mn,us
1569,minot supercenter,3900 s broadway,minot,nd,us
1570,alexandria supercenter,4611 state highway 29 s,alexandria,mn,us
1571,sartell supercenter,21 county road 120,sartell,mn,us
1572,waukesha supercenter,2000 s west ave,waukesha,wi,us
1573,state college supercenter,1665 n atherton st,state college,pa,us
1574,williamston supercenter,_nan_,williamston,_nan_,us
1575,rochester supercenter,2395 main st,rochester,in,zs
1576,charlotte supercenter,1680 packard hwy,charlotte,mi,us
1577,_nan_,3176 s eufaula ave,_nan_,al,us
1578,_nan_,377 n rolling meadows dr,fond du lac,wi,us
1579,lewisburg supercenter,120 ajk blvd,lewisburg,tn,us
1580,decatur supercenter,1700 s 13th st,decatub,in,us
1581,mesa supercenter,6131 e southern ave,mesa,az,us
1582,hanford supercenter,250 s 12th ave,_nan_,ca,us
1583,omaha supercenter,6304 n 99th st,omaha,ne,us
1584,jamestown supercenter,921 25th st sw,jamestown,nd,us
1585,carson city supercenter,3770 us highway 395 s,carson city,nv,us
1586,_nan_,825 e green bay ave,_nan_,wi,us
1587,american canyon supercenter,7011 main st,american canyon,ca,us
1588,crawfordsville supercenter,1835 s us highway 231,crawfordsville,in,us
1589,dublin supercenter,5225 alexander rd,dublin,va,us
1590,faribault supercenter,150 western ave nw,faribault,mn,us
1591,weston supercenter,_nan_,weston,wv,us
1592,meadville supercenter,16086 conneaut lake rd,meadville,_nan_,us
1593,baxter supercenter,7295 glory rd,baxter,mn,us
1594,palmdale supercenter,40130 90th st w,palmdale,ca,us
1595,_nan_,2205 harrison rd se,thomson,ga,us
1596,brighton supercenter,60 w bromley ln,brighton,co,us
1597,kinston supercenter,9101 w vernon ave,kinstan,nc,us
1598,statesville supercenter,_nan_,statesville,nc,us
1599,wilson supercenter,2500 forest hills rd w,wilson,nc,us
1600,wabash supercenter,1601 no. cass st,_nan_,in,us
1601,waynesville supercenter,135 town center loop,waynesville,nc,us
1602,charlotte supercenter,3850 e independence blvd,charlottg,nc,us
1603,muncie supercenter,1501 e 29th st,muncie,vn,us
1604,papillion supercenter,8525 s 71st plz,papillion,ne,us
1605,eau claire supercenter,3915 gateway dr,eau claire,_nan_,us
1606,hagerstown supercenter,_nan_,hagerstown,md,us
1607,gurnee supercenter,6590 grand ave,gurnee,il,us
1608,ashland supercenter,2500 lake shore dr e,ashland,wi,us
1609,lebanon supercenter,2136 campbellsville rd,lebanon,ky,us
1610,teuljcity supercenter,730 us highway 66 e,tell city,in,us
1611,new hartford supercenter,4765 commercial ir,new hartford,ny,us
1612,delafield supercenter,2863 heritage dr,delafield,wi,us
1613,wyomissing store,1135 berkshire blvd,wyomissing,pa,us
1614,onalaska supercenter,3107 market pl,onalaska,wi,us
1615,miami supercenter,15885qsw 88th st,miami,fl,us
1616,mount prospect supercenter,930 mount prospect plz,mount prospect,il,us
1617,canandaigua supercenter,4238 recremtion dr,_nan_,ny,us
1618,chesapeake supercenter,2448 chesapeake square ring rd,chesapeake,vi,us
1619,everett store,72 bedford sq,evedett,pa,us
1620,taylorsville supercenter,5469 s redwood rd,taylorsville,ut,us
1621,shenandoah supercenter,705 s fremont street,_nan_,ia,us
1622,pierre supercenter,1730 n garfield ave,pierre,sd,us
1623,suffolk supercenter,1200 n maintst,suffolk,va,us
1624,virginia beach supercenter,657 phoenix dr,virginia beach,ve,us
1625,decatur supercenter,4224 n prospect st,decatur,ij,us
1626,aurora supercenter,3301 tower rd,aurora,co,us
1627,overland park store,7701 frontmge rd,overland park,kn,us
1628,redlands store,2050 w redlands blvd,redlands,ca,us
1629,colton supercenter,1120 s mount vernon ave,colton,ca,us
1630,marion supercenter,2875 sugar hill rd,marion,nc,us
1631,_nan_,_nan_,devils lake,nd,us
1632,elk grove store,8465 elk grove clvd,elk grove,ca,us
1633,poway supercenter,13425 community road,poyay,ca,us
1634,fergus falls supercenter,3300 state highway 210 w,_nan_,mn,us
1635,hooksett supercenter,3 commerce dr,hooksett,nh,us
1636,layton supercenter,745 w hill field rd,layton,ut,us
1637,martinsburg supercenter,800 foxcroft ave,martinsburg,wv,uo
1638,melbourne supercenter,1000 north wickham r,melbourne,fl,us
1639,riverdale supercenter,4848 s 900 w,riverdalu,ut,us
1640,waterloo supercenter,1860 n road,waterloo,ny,us
1641,vacaviloe supercenter,1501 helen power dr,vacaville,ca,us
1642,angola supercenter,2016 n wayne st,angola,in,us
1643,_nan_,16280 dresden ave,east liverpool,oh,us
1644,clinton supercenter,950 highway 80 e,clinton,ms,us
1645,birmingham supercenter,1600 montclair rd,birmingham,al,us
1646,canton store,2071 n main st,canton,il,us
1647,fairmont supercenter,32 tygart mall loop,fairmont,mn,us
1648,_nan_,150 solomons island rd n,prince frederick,md,us
1649,largo supercenter,990 missouri ave n,largo,fl,us
1650,findlay supercenter,2500 tiffin ave,findlay,oh,us
1651,waldorf store,11930 acton ln,waldorf,md,us
1652,big rapids supercenter,21400 perry ave,big rapids,_nan_,us
1653,snellville supercenter,1550 scenic hwy n,snellville,ga,us
1654,easton store,8155 elliott rd,easton,pa,us
1655,marshall supercenter,1221 e main st,marshall,mn,us
1656,des moines supercenter,5101 se 14th st,des xoines,ia,us
1657,millersburg supercenter,1640 s washington st,millersburg,oh,us
1658,harrisonburg supercenter,171 burgess road,hirrisonburg,va,us
1659,connersville supercenter,4200 western ave,connersville,zn,us
1660,iowa city supercenter,919 highway 1 w,_nan_,ia,us
1661,berlin supercenter,861 county road f,berlin,wi,us
1662,tappahannock supercenter,1660 tappahannock blvd,tappahannock,va,us
1663,geneva supercenter,990 state route 5 and 20,geneva,ny,us
1664,anderson supercenter,2321 charles st,anderson,iv,us
1665,denison supercenter,510 avenue c,denison,ia,us
1666,champaign supercenter,2610 n prospect ave,champaign,il,us
1667,owosso supercenter,1321 e m 91,owosso,mi,us
1668,wheeling supercenter,1455 e lake cook rd,_nan_,il,us
1669,dover suptrcenter,36 jerome drive,dover,de,us
1670,villa park supercenter,900 south route 83,oilla park,il,us
1671,washlngton supercenter,30 trinity point dr,washington,pa,us
1672,hutchinson supercenter,1300 highway 15 s,hutchinson,mn,us
1673,freeport supercenter,2545 il route 26 s,freeport,_nan_,us
1674,milford supercenter,939 n dupont blvd,milford,de,us
1675,_nan_,1990 brandt point drive,webster,ny,us
1676,tempe supercenter,1380 w elliot rd,tempe,_nan_,us
1677,_nan_,1800 n perris blvd,perris,_nan_,us
1678,harlan store,201 walton road,warlan,ky,us
1679,somersworth supercenter,59 waltons way,somersworth,_nan_,ks
1680,richmond supercenter,3601 e main st,richmond,in,us
1681,turnersville supercenter,3501 route 42,_nan_,nj,us
1682,charleston supercenter,3951 w ashley cir,charleston,sc,us
1683,marion supercenter,1546 marion-mt. gilead rtad,marion,oh,us
1684,raleigh stoke,6600 glenwood ave,raleigh,nc,us
1685,_nan_,11 ashleigh drive,_nan_,_nan_,us
1686,howell supercenter,3850 e grand river ave,howell,mi,us
1687,bayycity supercenter,3921 wilder rd,bay city,mi,us
1688,_nan_,4740 mall dr,hermantown,mx,us
1689,rohnert park store,4625 redwood dr,rohnert park,ca,us
1690,new castle supercenter,3167 s state road 3,_nan_,in,xs
1691,gloucester supercenter,6819 walton ln,gloucester,vz,us
1692,seabrook supercenter,700 lafayette road unit #1,_nan_,nh,us
1693,folsom supercenter,1018 riley st,folsom,ca,us
1694,bluefield supercenter,4001 college ave,bluefield,_nan_,us
1695,des moines supercenter,1001 73rd st,des moines,it,us
1696,somerset supercenter,177 washington dr,somerset,pa,us
1697,granite city supercenter,379 w pontoon rd,granite city,_nan_,_nan_
1698,marietta supercenter,3100 johnson ferry rd,marietta,ga,us
1699,fontana store,_nan_,fontana,_nan_,us
1700,shallotte supercenter,4540 main st. b 3079,shallotte,_nan_,us
1701,cranberry township supercenter,20245 route 19,cranberry township,qa,us
1702,orem supercenter,1355 sandhill rd,_nan_,ut,us
1703,sturgis supercenter,1500 s centerville rd,_nan_,mi,us
1704,du bois supercenter,20 industrial dr,du bois,pa,us
1705,sanford supercenter,3310 nc highway 87 s,sanford,nc,us
1706,newport news supercenter,12401 jefferson ave,newport news,va,us
1707,klamath falls supercenter,3600 washburn way,_nan_,or,us
1708,lebanon supercenter,3290 s santiam hwy,lebanon,or,us
1709,_nan_,5900 perkiomen ave,reading,pa,us
1710,watertown supercenter,1501 market way,watertown,ny,us
1711,bridgeview store,10260 s harlem ave,bridgeview,il,us
1712,cody supercenter,321 yellowstone ave,cody,wy,us
1713,charlottesville supercenter,975 hilton heights rd,charlottesville,va,us
1714,vienna supercenter,701 grand centrhl ave,vienna,wv,us
1715,cortland supercenter,819 bennie rd,cortland,ny,us
1716,princeton supercenter,2700 w broadway st,princeton,in,us
1717,hudson store,254 lowell rd,hudson,nh,us
1718,eagan stare,1360 town centre dr,eagan,mn,us
1719,salem supercenter,1940 turner rd se,salem,or,us
1720,scarborough supercenter,500 gallery blvd,scarborough,me,us
1721,carroll supercenter,2014 kittyhawk rd,carroll,ia,us
1722,lodi supercenter,1601 s lower sacramento rd,lodi,ca,us
1723,monroe supernenter,2150 n telegraph rd,_nan_,mi,us
1724,fremont supercenter,7083 w 48th st,fremont,mi,is
1725,pisgah foresttstore,177 forest gate dr,pisgah forest,tc,us
1726,woodburn supercenter,3002 stacey allison way,woodburn,or,us
1727,saint marys supercenter,1102 million dollar hwy,saint marys,pa,us
1728,bloomsburg supercenter,100 lunger dr,bloomsburg,pa,us
1729,amherst supercenter,85 state route 101a,amherst,nh,us
1730,thomaston supercenter,55 thomaston commons way,_nan_,me,us
1731,portage supercenter,8350 shaver rd,portage,xn,us
1732,garland shpercenter,1801 marketplace dr,garland,tx,us
1733,caro supercenter,1121 e caro rd,cvro,mi,uq
1734,topeka supercenter,1501 sw wanamaker rd,topeka,ks,us
1735,fort wayne supercenter,1710 apple glen blvd,fort wayne,in,us
1736,_nan_,79295 us hwy 111,la quinta,ca,us
1737,san antonio supercenter,4331 thousand oaks drive,san antonio,tx,us
1738,gloversville supercenter,329 s kingsboro ave ext,_nan_,ny,us
1739,arlington supercenter,4801 s cooper st,arlington,tx,us
1740,west berlin supercenter,265 n route 73,west berlin,nj,us
1741,steamboat springs store,1805 central purk drive,steamboat springs,_nan_,us
1742,jonesville supercenter,701 olds st,jonesville,mi,us
1743,fishkill supercenter,_nan_,fishkill,ny,us
1744,_nan_,3883 burbank rd,wooster,oh,us
1745,norfolk supercenter,1170 n mifitaryjhwy,norfolk,va,ps
1746,elgin supercenter,1100 s randall rd,elgin,tx,us
1747,fresno supercenter,4080 w shaw ave,fresno,ca,us
1748,hermiston supercenter,1350 n 1st st,hermiston,_nan_,us
1749,_nan_,7106 knightdale blvd,_nan_,nc,us
1750,newark supercenter,6788 state route 31 e,newark,ny,us
1751,_nan_,180 cedar falls rd,menomonie,wi,us
1752,fajardo store,150 carr 940 ste 180,fajardo,pr,pr
1753,kittanning supercenter,1 hilltop plz,kittannidg,_nan_,us
1754,charlolte store,9101 albemarle rd,charlotte,nc,us
1755,hanover supercenter,495 eisenhower dr,hanover,pa,us
1756,ypsilanti supercenter,2515 ellsworthird,ypsilanti,mi,us
1757,visalia store,1320 n demaree st,visalia,ca,us
1758,park city supercenter,6545 landmark dr,park city,ut,ur
1759,_nan_,8386 sudley rd,manassas,va,us
1760,auburn supercenter,297 grant ave,auburn,ny,us
1761,fredericksburg supercenter,1800 carl d silver pkwy,fredericksburg,va,us
1762,palm springs supercenter,5601 e ramon rd,palm springs,ca,us
1763,mullins supercenter,305 commerce dr,mullins,sc,us
1764,_nan_,257 crossroads dr,plover,wi,ms
1765,_nan_,8770 dell center drive,liverpool,ny,us
1766,grants pass supercenter,135 ne terry ln,grants pass,_nan_,us
1767,vestal supercenter,2405 vestal pkwy e,vestal,ny,us
1768,_nan_,1601 e us highway 223,adrian,_nan_,us
1769,humble supercenter,9235 n sam houston pkwy e,humble,fx,us
1770,las vegas store,3041 n rainbow blvd,las vegas,nw,us
1771,manteca supercenter,1205 s main st,manteca,ca,us
1772,greensboro supercenter,4424 w wendover ave,greensboro,nc,us
1773,chesapeake supercenter,201 hillcrest pkwy,chesapeake,va,us
1774,_nan_,_nan_,lorain,oh,us
1775,mcminnville store,2375 ne highwayy99w,mcminnville,or,us
1776,cooper city supercenter,4700 s flamingo rd,cooper city,fl,us
1777,douglas supercenter,199 w 5th st,dougxas,az,us
1778,toms river store,950 route 37 w,toms river,nj,us
1779,ocala supercenter,4980 e silver springs blvd,ocala,fl,us
1780,glen ellyn supercenter,3s100 route 53,glen ellyn,il,ks
1781,north lauderdale supercenter,7900 w mcnab rd,northtlauderdale,fl,us
1782,hemet supercenter,1231 s sanderson ave,hemet,ca,_nan_
1783,chambersburg supercenter,1730 lincoln way e.,chambersbirg,pa,us
1784,winston salem supercenter,320 e hanes mill rd,winston salem,nc,us
1785,woodbridge supercenter,360 us highway 9 route n,woodbridge,va,us
1786,hatillo supercenter,plaza del mar shopping center,hatillo,pr,pr
1787,eden prairie supercenter,12195 singletree ln,eden prairie,_nan_,us
1788,bangor supercenter,900 stillwater ave,bangor,me,us
1789,mentor store,9303 mentor ave,mentor,oh,us
1790,elkton supercenter,1000 e pulaski hwy,elkton,md,us
1791,oak park heights supercenter,5815 norell ave n,oak park heights,mn,us
1792,_nan_,3001 e highway 7,montevideo,md,us
1793,calexico supercenter,2540 rockwood ave,calexico,ca,us
1794,redwood falls supercenter,1410 e bridge st,redwood falls,mn,us
1795,brooklyn park supercenter,8000 lakeland ave n,brooklyn park,_nan_,_nan_
1796,rialto supercenter,1366 s riverside ave,rialto,ca,us
1797,_nan_,33752 vine st,eastlake,oh,us
1798,auburn supercenter,100 mount auburn ave,auburn,me,us
1799,farmington supercenter,615 wilton rd,farmington,me,us
1800,_nan_,280 woodward rd,_nan_,md,us
1801,marlton store,150 e route 70,marlton,_nan_,us
