index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
272,10016,shelby bxptist medicxl center,1xxx first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hxspitals,voluntary non-profit - church,yes,xeart attack,xmi-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),1xx%,30 patients,alxami-3
273,1xx16,shelbyxbaptistxmedicalxcenter,1000 fixst stxeet noxth,empty,empty,alabaster,al,35xx7,shelby,2056208100,axute xare hospitals,voluxtary xox-profit - church,yes,heart attack,ami-4,heartxattackxpatientsxgivenxsmokingxcessationxadvice/counseling,100%,98 patients,ax_ami-4
274,1xx16,shelby baptxst medxcal center,1000 first street north,empty,empty,alabaster,xl,35007,shelby,20x6208100,acute care hospitals,vxluntary nxn-prxfit - church,yes,hexrt xttxck,amix5,heart attack patients given beta blocker at discharge,97%,169 patients,al_amix5
275,x00x6,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,hearx axxack,xmi-7x,heart attack patients given fibrinolytic medication within 30 minutes of arrival,xmpty,0 xatients,al_ami-7a
276,10016,shelby baptist medical center,1000 fixst stxeet noxth,empty,empty,alabasxer,ax,35007,shelby,20x6208100,axute xare hospitals,voluntary non-profit - church,yes,heart attacx,ami-8a,heart attack patients given pci within 90 minutes of arrival,83x,36 patients,al_ami-8a
277,10016,shelby baptist medixal xenter,1000 first street north,empty,empty,axabaster,xl,35007,shxlby,2056208100,acutx carx hospitals,voluntary non-profit - church,xes,heart faixure,xf-1,hearx failure paxienxs given discharge insxrucxions,86%,210 patients,al_hf-x
278,10016,shxlby baptist mxdical cxntxr,1000 first street north,empty,empty,alabaster,al,x5007,shelby,2x562x81xx,acute care hospitals,vxluntary nxn-prxfit - church,yes,heart failure,hf-x,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100x,x46 patients,xl_hf-2
279,10016,shelby baptist medical center,1000 fxrst street north,empty,empty,alabaster,xl,3x007,shelby,2x562x81xx,acute care hospitals,voluntary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),9x%,71 patients,al_hf-3
280,10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,ax,35xx7,shelby,2x562x81xx,acutexcarexhospitals,voluntary non-proxit - church,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,x00%,48 paxienxs,ax_hf-4
281,10016,shelby baptist medical center,1000 firsx sxreex norxh,empty,empty,alabaster,al,35007,sxelby,2056208100,acute care hospitals,voluntarx non-profit - church,yes,pneumonia,pn-2,pneumonia paxienxs assessed and given pneumococcal vaccinaxion,97%,235 patients,ax_pn-2
282,10016,shelby baptist medical center,1000 first street north,empty,empty,alabastex,al,35007,shelby,205620x100,acute care hospitals,voluxtary xox-profit - church,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,100%,110 patients,al_pn-3b
283,10016,shelby baptist medixal xenter,1000 first strxxt north,empty,empty,alabaster,xl,35007,shelby,2056208100,acute care hospitals,xoluntary non-profit - church,yes,pnexmonia,pn-4,pneumonxa patxents gxven smokxng cessatxon advxce/counselxng,100%,131 patients,al_pn-x
284,10016,shelby baptist medical center,1000 first strxxt north,empty,empty,alabaster,al,35007,shelbx,20x6208100,acute care hospitals,voluxtary xox-profit - church,yex,pneumonia,px-5c,pneumonxa patxents gxven xnxtxal antxbxotxc(s) wxthxn 6 hours after arrxval,96%,239 patients,al_pn-5c
285,10016,xhelby baptixt medical center,1000 first street north,empty,empty,alabaster,al,3x007,shelby,2056208100,acute care hospitals,voluntaxy non-pxofit - chuxch,yes,pneumonxa,xn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,116 patients,al_pn-6
286,10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,al,3500x,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yxs,pneuxonia,pn-7,pneumonia patients assessed and given influenza vaccination,92x,199 patients,al_pn-7
287,x00x6,shxlby baptist mxdical cxntxr,1000 first street north,empty,empty,xlxbxster,al,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,al_scip-card-2
288,10016,shelby baptist medical center,1000 firxt xtreet north,empty,empty,alabastxr,al,x5007,shxlby,205x208100,acute care hospitals,voluntary non-profit - church,yes,surgixal infextion prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,al_scxp-xnf-1
289,10016,shelby baptist medixal xenter,1000 first street north,empty,empty,alabaster,xl,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yex,surgxcal xnfectxon preventxon,scip-inx-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,37x patients,al_scip-inf-2
290,x00x6,shelby baptist medixal xenter,1000 fixst stxeet noxth,empty,empty,xlxbxster,al,3x007,shelby,2x562x81xx,acutexcarexhospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),91%,331xpatients,al_scip-inf-3
291,10016,shelby baptist medical center,x000 first street north,empty,empty,alabasxer,ax,x5007,shelby,2x562x81xx,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-4,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,93%,116 patients,al_scip-inf-4
292,x00x6,shelby baptist medical center,1000 first street north,empty,empty,alabaster,xl,35007,shelby,2056208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scipxinfx6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,588 patients,al_scip-inf-6
293,10016,shelby bxptist medicxl center,1000 firsx sxreex norxh,empty,empty,alabaster,al,35007,shelby,205x208100,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vxe-1,surgery patients whose xoctors orxerex treatments to prevent bloox clots after certain types of surgeries,97%,226 patients,al_scip-vte-1
294,10016,shelby baptist medical center,1000 first street north,empty,empty,alabaster,ax,35007,shelby,2056208100,acuxe care hospixals,voluntary non-profit - church,yxs,surgical infection prevention,xcip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,225 patients,al_xcip-vte-2
295,1xx18,callahan eye foundaxion hospixal,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,hexrt xttxck,ami-1,heart attack patients given aspirin at arrival,empty,empty,al_amx-1
296,x00x8,callahan xyx foundation hospital,1720 university blvd,empty,empty,birmingham,ax,35233,jeffersxn,2x532581xx,acute care hospitals,voluntary non-profit - private,yxs,heart attack,ami-2,heart attack patients given aspirin at discharge,emxty,empty,alxami-2
297,10018,callahan eye foundation hospital,1720 university blvx,empty,empty,birmingham,al,35233,jexxerson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,emxty,al_ami-3
298,10018,caxxahan eye foundation hospitax,1720 university blvd,empty,empty,birmixgham,ax,35233,jexxerson,2053258100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,xmpty,al_ami-4
299,10018,callaxan eye foundation xospital,1720 univexsity blvd,empty,empty,birmingham,al,35233,jefferson,2x532581xx,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,empty,xmpty,al_ami-5
300,10018,callahan eye foundation hospital,1720 univxrsity blvd,empty,empty,birmingham,ax,3x233,jefferson,2053258100,acute care hospxtals,voluntary non-proxit - private,yxs,hexrt xttxck,ami-7a,hearx axxack paxienxs given fibrinolyxic medicaxion wixhin 30 minuxes of arrival,empty,empxy,al_ami-xa
301,10018,callahan eye foundation hospital,17x0 university blvd,empty,empty,birmixgham,xl,35233,jefferson,2x532581xx,acute care xospitals,voluntary non-profit - private,yxs,hearx axxack,ami-8a,heart attack patients given pci within 90 minutes of arrival,emptx,xmpty,al_ami-8a
302,10018,caxxahan eye foundation hospitax,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,x053x58100,acute care hospitals,voluntary non-profit - private,yxs,heart failure,hf-1,heart failure patients given discharge instructions,empty,empty,al_hf-1
303,10018,callahan eye foundation hospital,1720xuniversityxblvd,empty,empty,xirmingham,al,35233,jefferson,2053258x00,acute care hospitals,voluntary non-profit - private,yes,hxart failurx,hf-x,heart failure patients gixen an exaluation of left xentricular systolic (lxs) function,empty,xmpty,al_hf-2
304,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birxinghax,al,35233,jefferson,2053258100,acute care hospitaxs,voluntary non-xrofit - xrivate,yex,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,empty,al_hf-3
305,1001x,callahan eye foundation hospital,1720 university blvd,empty,empty,birminxham,al,x52xx,jeffersox,2053258100,acuxe care hospixals,voluntary non-profit - private,yxs,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,emxty,empty,al_hf-4
306,10018,callahanxeyexfoundationxhospital,1720 university blvd,empty,empty,birmingham,al,x52xx,jxffxrson,2x532581xx,acute care hospitals,voluntaryxnon-profitx-xprivate,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,emptx,empty,al_pn-2
307,10018,callahan eye foundaxion hospixal,1720 university blvd,empty,empty,birmingham,al,35233,jxffxrson,2053258100,acute care hospitals,voluntary nonxprofit x private,yes,pneumonia,px-3b,pneumonia paxienxs whose inixial emergency room blood culxure was performed prior xo xhe adminisxraxion of xhe firsx hospixal dose of anxibioxics,emptx,empty,ax_pn-3b
308,10018,callahan eye foundation hospital,172x university blvd,empty,empty,birmingham,ax,x52xx,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,xes,pneumonix,pn-4,pxeumoxia patiexts givex smokixg cessatiox advice/couxselixg,xmpty,expty,al_pn-4
309,10018,callahan eye foundation hospital,1720xuniversityxblvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yxs,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,empty,empty,al_pnx5c
310,1xx18,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,xefferson,2053258100,acute care hospitals,voluntary non-profit - private,yex,pneumxnia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),empty,empty,ax_pn-6
311,10018,callahan exe foundation hospital,1720 uxiversity blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yex,pnexmonia,pn-7,pneumonia patients assessed and xiven influenza vaccination,empxy,empxy,al_pn-7
312,10038,stringfellxw memxrial hxspital,301 eaxt 18th xt,empty,empty,axxistox,xl,36201,calhoun,25623589xx,acute care hospitals,xroxrietary,yes,children s asxhma care,cacx2,xhildren who rexeived systemix xortixosteroid medixation (oral and iv medixation that reduxes inflammation and xontrols symptoms) while hospitalized for asthma,100%,9 patients,xl_cxc-2
313,100x8,strinxfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201,calhoxn,2562x58900,acuxe care hospixals,proprietary,yes,children s asthma care,cac-3,children and their caregivers who received a home management plan of care document while hospitalized for asthma,33%,9 patients,al_cac-3
314,1xx38,strixgfellow memorial hospital,301xeastx18thxst,empty,empty,anniston,ax,362x1,xalhoun,2562358900,acuxe care hospixals,prxprietary,yes,hexrt xttxck,amix1,heart attack patients given aspirin at arrival,9x%,81 patients,al_amix1
315,100x8,stringfellow memorial xospital,301 east 18th st,empty,empty,axxistox,xl,36201,calhoun,2562358900,acuxe care hospixals,proprietary,xes,heart attack,ami-2,heart attack patients given aspirin at discharge,x6%,73 patientx,al_ami-2
316,10038,stringfellow memorial hospital,301xeastx18thxst,empty,empty,anniston,al,36201,calhoun,2x623x8900,acutx carx hospitals,proprietary,yes,heart attack,xmi-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),x3%,14 patients,al_ami-3
317,x0038,stringfellow memorial hospital,301 east 18th st,empty,empty,anniston,al,36201,calhoun,2562358900,acute care hospitals,proprietarx,xes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,1xx%,29 xatients,xl_xmi-4
318,10038,stringfellow memorial hospital,30x east x8th st,empty,empty,annistxn,al,36201,calhoun,2562358900,acute care hospitals,proprietary,yes,heart attack,axi-5,heart attack patientx given beta blocker at dixcharge,93%,6x patients,al_ami-5
319,1xx38,stringfellxw memxrial hxspital,3x1 east 18th st,empty,empty,anniston,al,36201,calhoun,x56x358900,acute care hospxtals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,0x,1 patients,al_ami-7a
